"Пк , супер . Гарно скомпоновані комунікації всередині пк . Нема лишніх дротів , що стирчать. Для дітей крутий і вигляд і харатеристики . Це якраз той варіант коли треба GTA 5 і CS Go на максималках . Раджу використовувати тільки Windows 10 та завантажувати драйвери тільки з офіційних сайтів виробника.","Швидко прийшов . Характеристики відповідають швидко дії , приємно ним користуватися .",Вони мізерні аби їх вважати недостатками .,5
"Хороший системник ,танки hd клиент 100,120фпс ,дота ультра ,диктант винда на ссд ,15 сек загрузка ,вообще доволен ,монитор Самсунг изогнутый с ним отличноиграть",Хороший быстрый,Пока не нашол,5
Стоит Своих Денег,,нет,5
Посоветуйте под него монитор в районе 5 000 пожалуйста.,,,5
Покупкой доволен,Все заявленные параметры соответствуют товару,Не обнаружил,5
Лучший бюджетный ПК для современных игр,,,5
Розетка как всегда на высоте. Быстро доставили расрочка на 10 месяцев порадовала ( единственный недостаток 400 грн. комиссия банка).,Цена,Отсутствуют,5
"Подскажите, пожалуйста, какой блок питания стоит здесь?",,,5
"Доброго дня, придбав даний системник, хочу взяти до нього джерело безперебійного живлення. Блок живлення тут 600 Вт, на скільки Вт порадити брати ДБЖ для нього і жк монітора на 25 Вт?",,,5
Возможна комплектация без НДД?и итоговая цена без него?,Не купил,Не купил,5
"Здравствуйте,у меня вопрос к продавцам этого компьютера,у меня при запуске игр в начале 3 раза пиликает вот так(пили-ли-ли)только при запуске игр ,кабутто оптимизируется игра или вин дефендером проверяется ,что это может быть?",,,5
"Здравствуйте, подскажите какой показатель фпс на максимальных настройках в CS:GO, GTA V, PUBG, FORTNITE, FIFA20. Заранее спасибо",Не купил,Не купил,5
Какие могут быть причины выключения компьютера?,Топ,Нету,5
А возможно купить с установленными драйверами и виндовсом?,Нет,Нет,5
Покупкой доволен. Использую в связке с 2к монитором. тест компьютера: https://www.userbenchmark.com/UserRun/24858833,,,5
"Доставили 19 числа. Максимально не тестировал, но в BF 5 отлично играть. Доволен всем.",Быстрый. Классная подцветка.,Не нашел,5
"Все отлично, для домашнего использование просто шикарный)Где можно скачать оригинальные драйвера к нему?",,В комплекте не было диска с драйверами(,5
Подскажите видеокарту на этот процессор?,,,4
"Закал я данный ПК, получил через 3е суток.  Материнская плата ноунейм QUBE H61Z, даже нагуглить ничего не смог по ней Вместо обещанного PS/2 разъема еще несколько дополнительных USB 2.0, но это не страшно. Вроде работает нормально, быстро.  SSD и ОЗУ Apacer.  Корпус не скользит по столу, хотя может быть у отписавшегося ниже покупателя стол другой.","Дешевый, нормально работает.",Ноунейм материнская плата,4
"Создателям этого ПК нужно памятник воздвигнуть нерукотворный - на ""дне"" этого компа нет резиновых ножек, в результате чего ваш ПК скользит по столу, как коньки по льду. Без такой детали вы можете в любой момент потерять деньги в результате скольжения данного ПК и падения на пол. В остальном ПК работает нормально, Windows загружается за считанные секунды. Играл в ""контру"" в онлайн-режиме - скорость хорошая, постоянно выигрываю и лидирую.",Работает нормально,Оценку всегда следует делать после истечения гарантийного срока,3
я конечно знаю что это не игровой пк но всё же сколько будет фпс в CSGO на минимальных настройках,,,4
"Очень компактный, мощный. Советую","Очень компактный, лёгкий",Нет,4
"Впервые встретил, чтобы на наклейке с описанием - не было данных о процессоре и видео адаптере. Гарантийная наклейка, полностью блокирует возможность открыть системный блок, и банально почистить от пыли\добавить оперативы (8гб норм)\заменить SSD на более ёмкий. Это законное право, нового владельца. А в случае гарантийного обслуживания, нормальный сервис без проблем поймёт, умерло железо от кривых рук, или же от брака на производстве. В случае чего, нет даже возможности снять SSD, чтобы слить с него важную информацию.  Девайс, для ленивых домохозяек. Думаю если устройство умрёт через год, то гарантийщики скажут ""из-за скоплений пыли и несвоевременного обслуживания"" которое сделать клиент не может, в виду наклейки.","Скромный по размерам, 3 года к нему нечего лесть, пока гарантия.",Невозможность дальнейшего апгрейда без срыва пломбы.,3
"Берем артлайны на предприятие в цеха и ставим в стойки. Пару машин нормально перезимовали практически в открытом помещении: внутрь стойки поставили лампочку на 100Вт и выключили весной только. Все ОК.  Сейчас же взяли еще один и отвалился ССД. В принципе, скорее всего - порты на материнской плате. Простейшая диагностика затруднена гарантийной наклейкой. Вопрос: ЗАЧЕМ? Мне чтоб просто перебросить диск из порта на порт, надо заполнить форму, отправить ее производителю и ждать ответа... Может стоит пересмотреть эту политику?","Размеры, нетребовательность в обслуживании",Иногда попадается брак,5
"можно ли в этот пк дополнительно еще установить память , жесткий диск или ссд?",,,4
"Вчера ко мне приехал этот зверь.Заказал именно его,без отзывов других и не прогадал.Вот решил помочь другим с выбором.Начну по порядку.Цена:учитывая цены на рынке,это самый оптимальный вариант и этот пк стоит каждой гривны своей цены.Как и обещал.Железо: Видеокарта однокулерная Asus Phoenix 1050ti(как по мне хорошая бюджетная видеокарта),жесткий диск Toshiba marks 1 tb,оперативка Adata ddr4-2666(i3 видит только 2400,расчитано на апгрейд процессора).Материнка не поддерживает 60 ом.Теперь тесты в играх.Их немного,так как еще не всё успел установить.Как меня просил Андрей,Fortnite FullHD высокие настройки и ниже 60 fps не было.Моя любимая игра Witcher 3 на высоких FullHD 40-50 fps.Division ультра FullHD 30-40 fps.Пока это всё.К покупке советую.Будут вопросы то пишите в ответы.Также пишите название игры для проверки и я обязательно проверю.","Цена,производительность",Пока не заметил,5
"Соотношение цена-качество великолепное все игры на которых проверял тянет на высоких либо ультра 40-60 проверял на таких играх как: ведьмак 3, хитман, деус екс манкед дивид,масс эффект андромеда, бетмен рыцарь аркхема,тотал вар вархзамер 2.","Цена,качество,тихий",пока нету,5
"Придбанням задоволений на всі 100%. Доставили за 2 дні. Тестував в Fallout 4 на високих fullhd 50-60 фпс, World of Tanks 1.1 на високих full hd 80-110 фпс залежно від карти, Rust середньо-високі full hd 50-60 фпс, War Thunder на високих full hd 80-90 фпс.","Потужний, хоча й бюджетний",Немає,5
"Купил этот ПК еще в сентябре, но пишу только сейчас. До этого так сказать тестировал. Ребята, ПК отличный. Dark Souls 3: 60 фпс на ультрах , баттфронт 2:55 фпс на высоких. Тихий,мощный. Тьфу,тьфу тьфу,пока проблем не было. Разве что немного заедал куллер сзади но парни из Artline быстро все исправили. В общем рекомендую, для более-менее современных игр до 2018 года пойдет на ура! Спасибо ребятам из Artline и Розетке!",Весьма мощный ПК за сравнительно небольшую цену.,Не обнаружил.,5
Фаркрай 5 високі 40 фпс Ведьмак 3 високі 40-30 фпс Ще потім добавлю пару ігор і фото.,"Тихий,гарний,легкий.",Процесор під час ігри в фаркрай 5 гріє до 75 градусів,5
"Купила неделю назад. Отличное железо, шустрый, тихий, не греется. Ведьмак 3 на высоких просто летает, никаких фризов. Тоже самое Dragon age Inquisition, Fallout 4, HOTS. Это то, что успела поиграть.","Отличное железо,цена",нет,5
Всем привет! Приехал быстро! Оплата коротко и ясно ! Комп хороший!,Наверное есть,Надеюсь не будет,5
Здесь установлены сразу драйвера?,Хороший по мощности и цене!,Нет,5
Комп то что надо . Все сбалансированно и качественно. Работает тихо и спокойно . Пользуюсь неделю пока все гуд . Хотя если б что-то было то уже было б понятно . Если кому интересно то wot на hd клиенте с модами и на ультрах со всеми эффектами от 70 -120 фпс. Думаю достойный показатель за такую цену.,"Тишина , мощь , и хорошая работа. Дрбавить еще сюдда ссд диск то вообще зверь",Пока не заметил. Да и думаю их нет,5
Топ,Все работает отлично,"Отклеилась 1 пломба, когда доставал с коробки на почте",5
В техпідтримку так і не достукався щоб гарантія не злетіла.. Зайти на оф.. Сайт... Не вдалося і форму для заповнення скачати і заповнити теж не вдалось як нижче в описі... Взагалом цей комп.. Супер бюджетний ігровий можна назвати без проблем на 2018р.. Від моменту покупки цього пк. Я замінив в ньому проц на і5 8400. І дочепив ще одну планку озу.. На 8gb 2666 така в ньому стояла на момент покупки... Ще в планах замінити 1050ті на 1060 .. Материнська плата теж більш бюджетна Asus Prime 310 m-k. Но комлектуючі які я замінив вона витримає без проблем це максимум що можна тулити на цю материнку! .. Поки все літає норм задоволений.. Раджу брати готові зборки самому складати собі дороже! Повірте наслово...,Ціна на комплектуючі взагалом! Супер варто брати... Акуратно зібрані кабеля і т.д. Все заховано нічого не плутається під руками!,Не втримався і розібрав! Ну тут моя вина питань не має... Але не можу зв'язатись з техпідтримкою артлайн як я вже казав вище...,5
,,,5
Відмінний варіант для офісу!,"Ціна, компактність",не виявлено,5
"Компьютер хорош за свои деньги Windows 10 Home запускает за 6-8 секунд что довольно шустро. Игры Facry 3 идет на средних настройках на 60 FPS, GTA IV на 25 FPS Мафия 2 на 35-40 FPS довольно играбельно Нехватает конечно дискретной видеокарты хотябы слабенькой",Хороший компьютер за свои деньги,"На передняя панель с одной стороны чуть отходит или не дожата, диск с драйверами идет в комплект но дисковода та нет моглы бы флешку кинуть",4
какую сюда оперативку на 16gb можно поставить хорошую?,-,-,5
Ігри останнього покоління працюють на високих та ультра настройках при 60 fps.,Найкраще співвідношення ціна-якість.,Неправильно вказаний параметр (процесор без Х),5
Якого виробника тут материнська плата,,,5
Класний комп,,Всеж не вистачає сідірома,5
"Неплохое рабочее решение для большинства простых задач, хороший комплект за свои деньги.","SSD, скорость работы",небольшая производительность видеокарты,4
"Покупался для домашнего медиа сервера dlna. Ubuntu, minidlna, док-станция 4xHDD. Легко интегрировался в сеть. Управление удаленно с ноута или телефона. Работает без монитора, клавиатуры и мышки. Супер-компактный. При одновременном копировании файлов с диска на диск, плюс воспроизведение 20Гб файла на ТВ - ""холодный"", Загрузка процессора менее 10%.",На 100% соответствует ожиданиям. БЕСШУМНЫЙ,слишком яркий светодиод в кнопке питания,5
"Хороший неттоп для несложных задач. Поставил его, как прокси сервер. Материнка от Asus, нормальная память и SSD, можно поставить вторую планку. Два SATA 6gb. Абсолютно бесшумный. Если нормально загрузить, то радиатор прилично греется, на этот случай не хватает крепления под кулер(питание под кулер есть).",Тихий. Есть возможность апгрейда.,Не предусмотрена возможность установки кулера.,5
Гарний по ціні та характеристикам,,,5
"Купил компьютер,все отлично ,не понимаю лишь одного почему не крутятся вентиляторы на видеокарте,ответьте пожалуйста,ещё не подключён кабель PCI-E","Производительность,цена","Кроме того,что перечислил ,нету.",3
"Пройшов місяць після купівлі. Все працює, як і має бути. В офісних задачах температура ЦП 35-38, ГП 31. При іграх ЦП 51-54, ГП 71. 1920*1080 Metro Exodus - високі - 50-60 FPS Деколи просадки до 45 Відьмак - високі - 60 FPS ниже не падало (в Новіграді не тестилось) PUBG - високі - 60-80 FPS Всякі Dota, WoW, WoT, CS GO навіть тестувати немає змісту, там все ОК. Єдиний недолік - це раз в пару годин ""клацає"" щось, скоріше за все БЖ. Звук аналогічний як при вимкненні ПК. Сподіваюсь це норма. Вибір в основному був зроблений через зовнішній вигляд, корпус гарний, компактний і світиться як новорічна ялинка. Ну а характеристики дозволяють через 38 місяців (після закінчення гарантї) замінити відеокарту на актуальнішу на той час, а зараз для FullHD 1650 достатньо.",+,-,5
"Враження за перші години: windows 10 поставилась на ура, літає. Під час збирання підставки, треба хрестовидну викрутку))) Там є 5 болтиків. Плівка пакувальна покрила все, але коли приєднували частину, де ссд, кулер і т.д., то впихували з плівкою в монітор. Тепер треба якось плівку витягувать. Звук можна якось покращити, бо так, наче з нетбука, якому кілька років вже. Чи це ""Артлайн"" такі динаміки ставить? На максималку ставиш, то наче прості за 100 грн динаміки. Треба під'єднувати свої( Це не сподобалось. Окремо штекер для звуку то є, я думав буде якесь покращення, але ні... Може порадите щось? Драйвера качав з оф сайту.","Хороший екран, все ставиться, літає. Багато роз'ємів. Але 2 входи для навушників і мікрофона, то забагато...)","Звук; незручно, що кабель від під'єднаного монітора перекриває роз'єм для підключення другого монітора.",5
А он PUBG потянет на високих??,,,5
"Комп компактний і легкий. Встановив windows 7 ,поставив всі драйвери ,працює як часики.Для прогулянок по просторам інтернету,перегляду відео,легких іграшок більш ніж достатньо.Хто буде ставити windows 8.1 або 10 в комплектацію входять диски з драйверами для цих операційок,правда треба буде скопіювати їх на флешку . #мояраспаковка","компактний ,шустрий",трошки шумний кулер блока живлення,5
Доставили за пару дней Все отлично,Все работает Быстрая доставка,Нет,5
отлично для офиса,для офиса самое оно,нет,5
"Для роботи в офісі та для навчання, ціна - якість оптимальні",Для роботи в офісі це саме те що потрібно,поки незнайшов,5
"прийшов комп'ютер, корпус не відповідає зображенню, але перелік характеристик вірний. в комплекті був диск з драйверами, але як встановити драйвера з диску, коли відсутній CD-ROM? я не зміг знайти CD ROM корпус QUBE QB06M. він взагалі є? на корпусі пломба, яка не дозволяє лізти всередину, щоб не втратити ліцензії. правда в паспорті комп'ютера вказано що має бути заповнено гарантійний талон, щоб гарантія була дійсна, але він чомусь пустий зі сторони продавця... може я чогось не розумію?","ціна, габарити",встановлення драйверів,5
Всё хорошо.,Работает хорошо и быстро всё открывает.,Нет.,5
Он подойдьот для графики,,,5
Нормальный офисный вариант,за свою цену вполне нормальный комп. радует наличие hdmi выхода на видеокарте. дает возможность подключить одновременно и монитор и телевизор.,шумный блок питания,4
Не можу ніде знайти драйвера до мережевої карти для Windows 7. Що робити?,,,4
"играть на нем не собираюсь, поэтому производительность меня устраивает, надежность проверит время",шустренький для своих параметров,,4
не вірне фото товару і габарити.,не має.,великий корпус.,2
,,,5
Пришло быстро. Как связаться для возврата.,,"Не запускается, зависает на заставке!!!",1
"не первый наш комп Artline Business, отлично себе зарекомендовали, качество норм, поддержка норм,цена норм, по чучуть обновляем парк машин в офисе, советую #мояраспаковка","легкий, мелкий",пока нет,5
"Сегодня все установили. Работает отлично, просто летает. Ребенок закачал игры, не лагает). Хороший комп. Спасибо Розетке.","Цена, быстро работает.",Нет,5
Все дуже чудово працює тихо сучасні ігри тягне але на мінімальних налаштуваннях без відеокарти нарікань не мае все супер згодом перевірю краще коли поставлю відеокарти.,Сподобалося все і доставка і якість товару.,Поки що не мае,5
Неплохой бюджетный ПК в компактном корпусе. На это железо можно успешно поставить Win7.,цена-качество,для офисной работы,5
"Интересно, что внешне он выглядит как модель Artline Business а не как на этих фото.",Дешевые клавиатура и мышка в подарок :),Не могу сказать,4
,,,3
"Все работает отлично. Есть вопрос по поводу DVD привода? очень медленно считывает CD и DVD диски ели пользоваться различными приложениями . ""Раскручивается"" только при копировании с диска на хард. Подскажите как решить проблему?",,,3
не подскажите какой блок питания и видео карта подайдет,,,3
Нужно ставить хорошую видяху,,,5
"Данную видеокарту эта сборка потянет Gigabyte PCI-Ex GeForce GTX 1650 OC 4GB GDDR5 (128bit) (1710/8002) (2 x HDMI, DisplayPort) (GV-N1650OC-4GD) Подробнее: https://hard.rozetka.com.ua/gigabyte_gv_n1650oc_4gd/p84762492/",,,5
"Здравствуйте, станет сюда видяха Sapphire Pci-Ex Radeon Rx 470 Nitro (11256-10-20G) Подробнее: https://hard.rozetka.com.ua/77141898/p77141898/",I3-8100,Блок 400 w,5
"Вопрос представителю. Кокой формфактор материнской карты ? И какую видеокарту можно поставить в данный системный блок, низкопрофильную или обычная тоже зайдет ?",,,5
Потянет ли без замены БП видеокарту RX570 ? https://hard.rozetka.com.ua/sapphire_11266_66_20g/p83424906/?utm_source=recreativ&utm_campaign=teaser_202404734&utm_content=2391995&utm_term=desktop_80679&utm_medium=cpc,,,4
"За свои деньги норм комп, брал для родителей. world of tanks на средних настройках пошли без лагов. Ютуб - немного думает ...","Легкий,шустрый,ссд диск, 8гб озу",пока не нашел,5
"Месяц назад купил этот компьютер. Вентилятор на процесоре в новом компьютере уже торохтит? А так всё работает шустро, игры ище не пробывал",Быстрый,Вентилятор на процесоре уже торохтит.,4
Комп бомба сыну понравился.,"Тихий, производитеный.",Пока нет.,5
"Покупала сыну - всем доволен, компьютер шустрый, игры запускаются без проблем. Из недостатков могу отметить сильный запах пластика в первый день работы (сейчас вроде почти исчез). Ну, и для эстетов:) - подсветка на корпусе в розово-голубых тонах, а внутри, на материнка - ярко-красная, мне лично такое несоответствие цветов прямо глаз режеит:)",,,5
Коли зроблено цей ПК,,,5
Оплата при получении?,,,5
Какие игры он потянет на ультрах?,Не купил(,Не купил(,4
А вин тяне кс го?,-,-,4
В этом компьютере звуковая карта потдерживает формат акустики 5.1,,,5
А VR игры потянет?,,,4
"только получил и распечатал коробку;просто включил питание. Во первых-очень тихие кулеры. Во вторых-яркая подсветка , производитель не указал, что она полностью регулируется выкл/авто/яркость с пульта(поставляется в комплекте)это не малый плюс.После загрузки ОС и тестирования о отпишу",+++,"На данном блоке не увидел пломб, вынес мозг курьеру) В техподдержке Артлайна ответили оперативно-они внутренние",5
"Системный блок соответствует характеристикам на сайте, тихий с яркой подсветкой. Загрузка Windows 10 в течении 20 секунд, выключение - в течении 10 секунд. Все настройки графики на максимуме, лагов не обнаружено. Тем, у кого монитор с кабелем VGA заранее стоит позаботиться о приобретении переходника на DVI или HDMI. Спасибо Розетке, всё оперативно и чётко! Приобретением очень доволен!","Сверхшустрый, всё на максимальных настройках!","Нет в комплекте переходника DVI - VGA, драйвера на дисках.",5
"СПАСИБО, ARTLINE! Отличный ПК, всё Летает -)","Быстрый, тихий, красивая подсветка, не греется",Нет,5
"Спасибо за Ваш труд! Все чётко и быстро. Машина тихая, шустрая, подсветка красивая, не раздражающая. А вот теперь самое интересное: в описании на сайте указана карточка 1060, по факту получил приятный сюрприз от Артлайн в виде 1660! Огромное спасибо и магазину, и Артлайн!","Тихий, быстрый, компактный, красивый.",Не замечено.,5
Задоволенний на всі 100%,Висока швидкість в іграх та роботі,На даний час немає,5
"Комп огонь, тарков с настройками от dobi идёт 60+ fps",Карта gtx 1660 6g evo,",нет",5
Бистро прийшов і все чудово працює. Дякую за харошу роботу,Отлічний за свої гроші,Не виявив,5
Artline в мене є питання а цей корпус що на картинці коли він прийде мені імено такий?,,,5
,,,5
"Комп просто огонь,!!!",Докинули видяху 1660 6g evo,Нет,5
"Кто знает, как в этом корпусе регулировать скорость вращения передних куллеров??? Не могу найти эту функцию? И нормальная ли температура видеокарты 73градуса в игре Metro",Относительно мощный,не выявил,5
вдруг сломается надо везти в сервисный центер где его собирали,отлично работает,"нельзя самом поставить видео карту, стоять пломбы на гарантию",5
"Вообще классный, пришёл в отличном состоянии, советую всем",,,5
От какой фирмы оперативная память?,,,5
"а смогу ли я стримить ксго, гта 5, пабг, и eсть юизби VGA для монитора",,,5
"Установил Windows 10, проблем не было. Дрова десятка подтянула сама и все работает. Проработал две недели - всем довольны. Планирую покупать в дальнейшем.",Цена,Нет,5
,Все - ок,,5
"Хочу купить, Подскажите виндовс ставят в сервисе за дополнительную стоимость или можно самому ?",,,5
Для роботи норма,,,5
"Вообщем , отличная сборка, для моих минимальных задач хватает с головой(YouTube, World of tanks ну и работа с музыкой) , еще очень приятная подсветка куллеров охлаждения, шума 0 ) вообщем бери не прогадаетесь)","Скорость, быстродействие, внешний вид, бесшумный)",Пока не обнаружил,5
"Пять дней, полет нормальный. Написал заяву на вскрытие и поставил второй винчестер. Дальше поглядим","Тихий, шустрый.",,5
"Купил три дня - работает нормально, глюков пока нет. в игре WOT при настройках ULTRA показывает от 95 до 145 FPS(в зависимости от карты). Системником доволен. PS: У кого монитор только с VGA подключением, заказывайте сразу адаптер HDMI-VGA что бы подключиться к монитору. Возможности добавить ОЗУ нет, так как материнка имеет два слота в которых стоит 2х8GB. Кому нужно больше 16 думайте.",работает ))),Пока нет,4
"Приехал с погнутым корпусом в области ножки, стоит неровно, немного расстроен.","Хоть и с ударом на корпусе, но вроде работает",Можно ли самому ее выровнять ?,2
Проработал один день. Просто потух без всякой причины. Подскажите как его отправить по гарантии.,,Проработал один день,1
"Здравствуйте, а можно будет сделать чтобы блок питания находился не сверху? Просто такое расположение может перевести к сгоранию, чего хочется избежать",,,5
,,,5
Дуже хороша залізна машина!,,,5
Хороший системник. Всем доволен!,,,5
"взяли в офис, все довольны",маленький и тихий,нет,5
"Линуха стала за 5 минут :) Подключил монитор на 27, работает отлично.","маленький, не шумит",пока не нашел,5
"Покупала для сидения в интернете / просмотра фильмов. В этом смысле проблем нет, работает хорошо. Удобно, что очень небольшой размер - можно поставить на стол.",Свои задачи выполняет,Не обнаружено,5
,"Швидко встановлюються всі програм завдяки SSD. Для офісної роботи 8Гб вистачає з головою. Нажаль, лише 1 вихід на монітор, а так вже звикли до двох...",Поки працює - все влаштовує.,5
,,,5
Каес го потянет?,,,5
"Archos Vision 215 Windows 10 якісний екран, гарна операційна система, зручний та великий екран. Купували для роботи, показує себе даний екран з гарної та не вимогливої сторони, нарікань немає.","Якість, компактність",Нема,5
Я неможу понять моноблок це шо обясниш будь-ласка,,,5
"Не возможно зайти в биос, также установить windows 10 на внешний SSD.",,,1
Товаром біше ніж задоволений,"Зовнішній вигляд ,фантастичний і сам комп'ютер оправдав свої очікування і навіть більше",Незнайшов,5
"Монитор старый, переходник нужен был","Все летает, как из каменного века в 21-й","Не обнаружены, разве что цена",5
Сколько фпс в кс го?,"Очень классный пк, много памяти...Только родители сказали, что системный блок вчерашний день(((",Нету,5
"Купили сегодня младшему сыну. Комп хорош. Игры, программы, все идет на ""Ура!"" Винда установилась без проблем, и как говориться: ""В добрый путь!..."" Здесь часто задают вопрос по комплектации, на сегодняшний день. Я особо расписывать не буду, просто оставлю список ""железа"", из того компьютера, который мы сегодня приобрели... И так: Процессор Intel Core i5 - 9600KF (6 ядер, 3.7-4.6 ГГц) Модуль памяти: Patriot Viper Steel DDR4, 3000 МГц, 16Гб (2х8 ГБ) SSD Kingston A2000 500 Gb Жесткий диск TOSHIBA P300, 2Tb Видеокарта Nvidia GeForce Asus Dual RTX2070 8 Гб Блок питания Aerocool KCAS 800 Plus 800 Вт Материнка Asus Prime Z390-P Кулер процессора 10X Performa Признаюсь честно, что не сильно в этом разбираюсь (я родом из 70-х), но сын доволен - а это главное! Надеюсь кому-то будет полезно. Всем, удачи, ROZETKе спасибо!","Современный, хорошо сбалансированный, достаточно мощный ПК.",Пока нет. Первый день эксплуатации. Надеюсь и не будет....,5
Успел купить со скидкой.,Быстрый,Пока нету,5
куплю цього тижня,топ комп,незнаю,5
А гта 5 потянит (если потянит сколько фпс будет),Незнаю,Незнаю,5
Підкажіть будь ласка як називається корпус Qube mirror чи Qube mirror rainbow? І ще скажіть чи можна буде регулювати обороти вентиляторів?,Непробивне стікло,,4
"И так, приехала немного другая комплектация, другой системный блок, 5 кулеров четыре из которых светятся и их нельзя никак отключить или поменять им цвет ( вместо заявленных 6 RGB кулеров + пульт дистанционного управления ), блок питания на 700 вместо 800. В целом сборкой доволен, но эти моменты огорчают.",,,4
"Всем доволен, кроме того что приехал с поломанным крепление на передней USB панели, не критично но из-за этого не могу ей пользоваться что немного подпортило общее впечатление от сего устройства.  P.S: Все игры идут на ультрах 60-90 фпс у меня.","Производительность, не очень дорогой и не требует обязательного разгона, достаточно тихий.",Приехал с поломаным креплением передней USB панели,4
Какой внутренний wifi адаптер к нему подойдет?,,,5
"Возможно ли сменить текущую оперативную память (32 ГБ), на 64 по две планки 32 ГБ?",,,5
А какой тип памяти у видеокарты данного ПК? GDDR5 или GDDR6?,,,5
А тут можна ще поставити кулер на верхній панелі а тут игри всі іти будуть,Не,Не,5
"Крутая машина , я поставил SSD Samsung PM951 256GB M.2 NGFF PCIe Gen3 x4, NVME .","Крутой апарат, я поставил SSD Samsung PM951 256GB M.2 NGFF PCIe Gen3 x4, NVME .",,5
"Покупал такой ровно год назад. Год работал без проблем, полностью выполнял свои задачи и функции. Классный аппарат, вопросов не было. Но сейчас постоянно перегревается и автоматически выключается (температура доходит 100 С, вентилятор аж наружу вырывается). Может какой-то брак. Благо гарантия 36 месяцев. Обратился в службу поддержки Intel по поводу гарантийного ремонта или замены, посмотрим что с этого получится... Пока уже неделя переписки в стиле ""сделайте скриншот/пришлите репорт"" и т.д.",Компактный,"Маловато портов, отсутствует как таковая звуковая карта",4
"Усім доброго здоров'я! Трохи у характеристиках на сторінці товару некоректний опис портів. На сайті Intel це виглядає інакше: ""Інші функції: включає Thunderbolt 3 (40 Гбіт/с), USB 3.1 Gen 2 (10 Гбіт/сек) і DP (DisplayPort) 1.2 через USB-C"". Тобто підключити другий дісплей можливо через DP (DisplayPort), а не через Thunderbolt 3, як вказано у попередньому коментарі...",Компактний потужнмй апарат. Підтримує вивід зображення 4K 60 Гц через DisplayPort 1.2 та HDMI 2.0.,Немає окремого порту DP (DisplayPort).,3
Достаточно для интернет юзанья),,,5
